,CurrencyRateID,CurrencyRateDate,FromCurrencyCode,ToCurrencyCode,AverageRate,EndOfDayRate,ModifiedDate
6616,6617,2012-12-19 00:00:00.000,USD,ARS,0.9998,0.9999,2012-12-19 00:00:00.000
6617,6618,2012-12-19 00:00:00.000,USD,AUD,1.9703,1.9706,2012-12-19 00:00:00.000
6618,6619,2012-12-19 00:00:00.000,USD,BRL,2.383,2.386,2012-12-19 00:00:00.000
6619,6620,2012-12-19 00:00:00.000,USD,CAD,1.536,1.5441,2012-12-19 00:00:00.000
6620,6621,2012-12-19 00:00:00.000,USD,CNY,8.2777,8.2784,2012-12-19 00:00:00.000
6621,6622,2012-12-19 00:00:00.000,USD,EUR,1.1822,1.1823,2012-12-19 00:00:00.000
6622,6623,2012-12-19 00:00:00.000,USD,GBP,0.7072,0.7075,2012-12-19 00:00:00.000
6623,6624,2012-12-19 00:00:00.000,USD,JPY,119.302,119.3499,2012-12-19 00:00:00.000
6624,6625,2012-12-19 00:00:00.000,USD,MXN,9.1743,9.1809,2012-12-19 00:00:00.000
6625,6626,2012-12-19 00:00:00.000,USD,SAR,3.7505,3.7547,2012-12-19 00:00:00.000
6626,6627,2012-12-19 00:00:00.000,USD,VEB,715.75,715.7599,2012-12-19 00:00:00.000
6627,6628,2012-12-20 00:00:00.000,USD,ARS,0.9999,0.9998,2012-12-20 00:00:00.000
6628,6629,2012-12-20 00:00:00.000,USD,AUD,1.96,1.9591,2012-12-20 00:00:00.000
6629,6630,2012-12-20 00:00:00.000,USD,BRL,2.3875,2.3809,2012-12-20 00:00:00.000
6630,6631,2012-12-20 00:00:00.000,USD,CAD,1.531,1.525,2012-12-20 00:00:00.000
6631,6632,2012-12-20 00:00:00.000,USD,CNY,8.2776,8.2775,2012-12-20 00:00:00.000
6632,6633,2012-12-20 00:00:00.000,USD,EUR,1.1711,1.1707,2012-12-20 00:00:00.000
6633,6634,2012-12-20 00:00:00.000,USD,GBP,0.7079,0.707,2012-12-20 00:00:00.000
6634,6635,2012-12-20 00:00:00.000,USD,JPY,120.337,120.2429,2012-12-20 00:00:00.000
6635,6636,2012-12-20 00:00:00.000,USD,MXN,9.151,9.144,2012-12-20 00:00:00.000
6636,6637,2012-12-20 00:00:00.000,USD,SAR,3.7505,3.7456,2012-12-20 00:00:00.000
6637,6638,2012-12-20 00:00:00.000,USD,VEB,715.5,715.3999,2012-12-20 00:00:00.000
6638,6639,2012-12-21 00:00:00.000,USD,ARS,0.9999,1.0004,2012-12-21 00:00:00.000
6639,6640,2012-12-21 00:00:00.000,USD,AUD,1.9379,1.9387,2012-12-21 00:00:00.000
6640,6641,2012-12-21 00:00:00.000,USD,BRL,2.3889,2.391,2012-12-21 00:00:00.000
6641,6642,2012-12-21 00:00:00.000,USD,CAD,1.5262,1.5321,2012-12-21 00:00:00.000
6642,6643,2012-12-21 00:00:00.000,USD,CNY,8.278,8.278,2012-12-21 00:00:00.000
6643,6644,2012-12-21 00:00:00.000,USD,EUR,1.1781,1.1786,2012-12-21 00:00:00.000
6644,6645,2012-12-21 00:00:00.000,USD,GBP,0.7183,0.7188,2012-12-21 00:00:00.000
6645,6646,2012-12-21 00:00:00.000,USD,JPY,120.3619,120.38,2012-12-21 00:00:00.000
6646,6647,2012-12-21 00:00:00.000,USD,MXN,9.1137,9.118,2012-12-21 00:00:00.000
6647,6648,2012-12-21 00:00:00.000,USD,SAR,3.7505,3.7561,2012-12-21 00:00:00.000
6648,6649,2012-12-21 00:00:00.000,USD,VEB,715.5,715.5099,2012-12-21 00:00:00.000
6649,6650,2012-12-22 00:00:00.000,USD,ARS,0.9999,0.9997,2012-12-22 00:00:00.000
6650,6651,2012-12-22 00:00:00.000,USD,AUD,1.9271,1.9262,2012-12-22 00:00:00.000
6651,6652,2012-12-22 00:00:00.000,USD,BRL,2.3662,2.363,2012-12-22 00:00:00.000
6652,6653,2012-12-22 00:00:00.000,USD,CAD,1.522,1.5194,2012-12-22 00:00:00.000
6653,6654,2012-12-22 00:00:00.000,USD,CNY,8.2774,8.2774,2012-12-22 00:00:00.000
6654,6655,2012-12-22 00:00:00.000,USD,EUR,1.1766,1.1761,2012-12-22 00:00:00.000
6655,6656,2012-12-22 00:00:00.000,USD,GBP,0.7189,0.7179,2012-12-22 00:00:00.000
6656,6657,2012-12-22 00:00:00.000,USD,JPY,120.18,120.125,2012-12-22 00:00:00.000
6657,6658,2012-12-22 00:00:00.000,USD,MXN,9.1132,9.1059,2012-12-22 00:00:00.000
6658,6659,2012-12-22 00:00:00.000,USD,SAR,3.7505,3.7431,2012-12-22 00:00:00.000
6659,6660,2012-12-22 00:00:00.000,USD,VEB,715.75,715.72,2012-12-22 00:00:00.000
6660,6661,2012-12-23 00:00:00.000,USD,ARS,0.9997,0.9997,2012-12-23 00:00:00.000
6661,6662,2012-12-23 00:00:00.000,USD,AUD,1.9033,1.9036,2012-12-23 00:00:00.000
6662,6663,2012-12-23 00:00:00.000,USD,BRL,2.3599,2.361,2012-12-23 00:00:00.000
6663,6664,2012-12-23 00:00:00.000,USD,CAD,1.52,1.523,2012-12-23 00:00:00.000
6664,6665,2012-12-23 00:00:00.000,USD,CNY,8.2774,8.2781,2012-12-23 00:00:00.000
6665,6666,2012-12-23 00:00:00.000,USD,EUR,1.176,1.1766,2012-12-23 00:00:00.000
6666,6667,2012-12-23 00:00:00.000,USD,GBP,0.7249,0.7258,2012-12-23 00:00:00.000
6667,6668,2012-12-23 00:00:00.000,USD,JPY,120.9659,121.062,2012-12-23 00:00:00.000
6668,6669,2012-12-23 00:00:00.000,USD,MXN,9.0549,9.06,2012-12-23 00:00:00.000
6669,6670,2012-12-23 00:00:00.000,USD,SAR,3.7507,3.7557,2012-12-23 00:00:00.000
6670,6671,2012-12-23 00:00:00.000,USD,VEB,716.0,716.08,2012-12-23 00:00:00.000
6671,6672,2012-12-24 00:00:00.000,USD,ARS,0.9997,0.9995,2012-12-24 00:00:00.000
6672,6673,2012-12-24 00:00:00.000,USD,AUD,1.9033,1.9028,2012-12-24 00:00:00.000
6673,6674,2012-12-24 00:00:00.000,USD,BRL,2.3599,2.353,2012-12-24 00:00:00.000
6674,6675,2012-12-24 00:00:00.000,USD,CAD,1.5207,1.5194,2012-12-24 00:00:00.000
6675,6676,2012-12-24 00:00:00.000,USD,CNY,8.2774,8.2766,2012-12-24 00:00:00.000
6676,6677,2012-12-24 00:00:00.000,USD,EUR,1.1761,1.1752,2012-12-24 00:00:00.000
6677,6678,2012-12-24 00:00:00.000,USD,GBP,0.7246,0.7238,2012-12-24 00:00:00.000
6678,6679,2012-12-24 00:00:00.000,USD,JPY,120.9,120.879,2012-12-24 00:00:00.000
6679,6680,2012-12-24 00:00:00.000,USD,MXN,9.0549,9.053,2012-12-24 00:00:00.000
6680,6681,2012-12-24 00:00:00.000,USD,SAR,3.7507,3.7443,2012-12-24 00:00:00.000
6681,6682,2012-12-24 00:00:00.000,USD,VEB,716.0,715.9199,2012-12-24 00:00:00.000
6682,6683,2012-12-25 00:00:00.000,USD,ARS,0.9997,1.0005,2012-12-25 00:00:00.000
6683,6684,2012-12-25 00:00:00.000,USD,AUD,1.9033,1.9035,2012-12-25 00:00:00.000
6684,6685,2012-12-25 00:00:00.000,USD,BRL,2.3599,2.366,2012-12-25 00:00:00.000
6685,6686,2012-12-25 00:00:00.000,USD,CAD,1.5204,1.5264,2012-12-25 00:00:00.000
6686,6687,2012-12-25 00:00:00.000,USD,CNY,8.2774,8.2776,2012-12-25 00:00:00.000
6687,6688,2012-12-25 00:00:00.000,USD,EUR,1.1768,1.177,2012-12-25 00:00:00.000
6688,6689,2012-12-25 00:00:00.000,USD,GBP,0.7244,0.7245,2012-12-25 00:00:00.000
6689,6690,2012-12-25 00:00:00.000,USD,JPY,120.95,120.9689,2012-12-25 00:00:00.000
6690,6691,2012-12-25 00:00:00.000,USD,MXN,9.0549,9.0549,2012-12-25 00:00:00.000
6691,6692,2012-12-25 00:00:00.000,USD,SAR,3.7507,3.7572,2012-12-25 00:00:00.000
6692,6693,2012-12-25 00:00:00.000,USD,VEB,716.0,716.09,2012-12-25 00:00:00.000
6693,6694,2012-12-26 00:00:00.000,USD,ARS,0.9999,0.999,2012-12-26 00:00:00.000
6694,6695,2012-12-26 00:00:00.000,USD,AUD,1.9119,1.9112,2012-12-26 00:00:00.000
6695,6696,2012-12-26 00:00:00.000,USD,BRL,2.3811,2.3719,2012-12-26 00:00:00.000
6696,6697,2012-12-26 00:00:00.000,USD,CAD,1.5189,1.5159,2012-12-26 00:00:00.000
6697,6698,2012-12-26 00:00:00.000,USD,CNY,8.2774,8.2766,2012-12-26 00:00:00.000
6698,6699,2012-12-26 00:00:00.000,USD,EUR,1.1858,1.1851,2012-12-26 00:00:00.000
6699,6700,2012-12-26 00:00:00.000,USD,GBP,0.7284,0.7282,2012-12-26 00:00:00.000
6700,6701,2012-12-26 00:00:00.000,USD,JPY,122.026,121.971,2012-12-26 00:00:00.000
6701,6702,2012-12-26 00:00:00.000,USD,MXN,9.0548,9.0519,2012-12-26 00:00:00.000
6702,6703,2012-12-26 00:00:00.000,USD,SAR,3.7505,3.7423,2012-12-26 00:00:00.000
6703,6704,2012-12-26 00:00:00.000,USD,VEB,716.5,716.3999,2012-12-26 00:00:00.000
6704,6705,2012-12-27 00:00:00.000,USD,ARS,0.9999,1.0002,2012-12-27 00:00:00.000
6705,6706,2012-12-27 00:00:00.000,USD,AUD,1.9056,1.9057,2012-12-27 00:00:00.000
6706,6707,2012-12-27 00:00:00.000,USD,BRL,2.4039,2.4119,2012-12-27 00:00:00.000
6707,6708,2012-12-27 00:00:00.000,USD,CAD,1.5248,1.5299,2012-12-27 00:00:00.000
6708,6709,2012-12-27 00:00:00.000,USD,CNY,8.2779,8.2786,2012-12-27 00:00:00.000
6709,6710,2012-12-27 00:00:00.000,USD,EUR,1.1735,1.1741,2012-12-27 00:00:00.000
6710,6711,2012-12-27 00:00:00.000,USD,GBP,0.7295,0.7298,2012-12-27 00:00:00.000
6711,6712,2012-12-27 00:00:00.000,USD,JPY,121.723,121.76,2012-12-27 00:00:00.000
6712,6713,2012-12-27 00:00:00.000,USD,MXN,9.13,9.134,2012-12-27 00:00:00.000
6713,6714,2012-12-27 00:00:00.000,USD,SAR,3.7509,3.7576,2012-12-27 00:00:00.000
6714,6715,2012-12-27 00:00:00.000,USD,VEB,716.5,716.5299,2012-12-27 00:00:00.000
6715,6716,2012-12-28 00:00:00.000,USD,ARS,0.9999,0.9992,2012-12-28 00:00:00.000
6716,6717,2012-12-28 00:00:00.000,USD,AUD,1.8904,1.8899,2012-12-28 00:00:00.000
6717,6718,2012-12-28 00:00:00.000,USD,BRL,2.4243,2.423,2012-12-28 00:00:00.000
6718,6719,2012-12-28 00:00:00.000,USD,CAD,1.5162,1.5072,2012-12-28 00:00:00.000
6719,6720,2012-12-28 00:00:00.000,USD,CNY,8.2787,8.2776,2012-12-28 00:00:00.000
6720,6721,2012-12-28 00:00:00.000,USD,EUR,1.1707,1.1698,2012-12-28 00:00:00.000
6721,6722,2012-12-28 00:00:00.000,USD,GBP,0.7189,0.7183,2012-12-28 00:00:00.000
6722,6723,2012-12-28 00:00:00.000,USD,JPY,122.05,122.042,2012-12-28 00:00:00.000
6723,6724,2012-12-28 00:00:00.000,USD,MXN,9.0557,9.048,2012-12-28 00:00:00.000
6724,6725,2012-12-28 00:00:00.000,USD,SAR,3.7505,3.746,2012-12-28 00:00:00.000
6725,6726,2012-12-28 00:00:00.000,USD,VEB,717.0,716.98,2012-12-28 00:00:00.000
6726,6727,2012-12-29 00:00:00.000,USD,ARS,0.9999,1.0004,2012-12-29 00:00:00.000
6727,6728,2012-12-29 00:00:00.000,USD,AUD,1.9015,1.9021,2012-12-29 00:00:00.000
6728,6729,2012-12-29 00:00:00.000,USD,BRL,2.4239,2.4279,2012-12-29 00:00:00.000
6729,6730,2012-12-29 00:00:00.000,USD,CAD,1.5205,1.5238,2012-12-29 00:00:00.000
6730,6731,2012-12-29 00:00:00.000,USD,CNY,8.2781,8.2789,2012-12-29 00:00:00.000
6731,6732,2012-12-29 00:00:00.000,USD,EUR,1.1613,1.1619,2012-12-29 00:00:00.000
6732,6733,2012-12-29 00:00:00.000,USD,GBP,0.7136,0.7145,2012-12-29 00:00:00.000
6733,6734,2012-12-29 00:00:00.000,USD,JPY,121.398,121.4539,2012-12-29 00:00:00.000
6734,6735,2012-12-29 00:00:00.000,USD,MXN,9.1029,9.1029,2012-12-29 00:00:00.000
6735,6736,2012-12-29 00:00:00.000,USD,SAR,3.7505,3.7597,2012-12-29 00:00:00.000
6736,6737,2012-12-29 00:00:00.000,USD,VEB,717.2599,717.35,2012-12-29 00:00:00.000
6737,6738,2012-12-30 00:00:00.000,USD,ARS,0.9995,0.9992,2012-12-30 00:00:00.000
6738,6739,2012-12-30 00:00:00.000,USD,AUD,1.9077,1.9072,2012-12-30 00:00:00.000
6739,6740,2012-12-30 00:00:00.000,USD,BRL,2.414,2.4089,2012-12-30 00:00:00.000
6740,6741,2012-12-30 00:00:00.000,USD,CAD,1.5248,1.524,2012-12-30 00:00:00.000
6741,6742,2012-12-30 00:00:00.000,USD,CNY,8.2777,8.2773,2012-12-30 00:00:00.000
6742,6743,2012-12-30 00:00:00.000,USD,EUR,1.1606,1.1598,2012-12-30 00:00:00.000
6743,6744,2012-12-30 00:00:00.000,USD,GBP,0.7117,0.7114,2012-12-30 00:00:00.000
6744,6745,2012-12-30 00:00:00.000,USD,JPY,123.139,123.061,2012-12-30 00:00:00.000
6745,6746,2012-12-30 00:00:00.000,USD,MXN,9.0299,9.0259,2012-12-30 00:00:00.000
6746,6747,2012-12-30 00:00:00.000,USD,SAR,3.7505,3.7427,2012-12-30 00:00:00.000
6747,6748,2012-12-30 00:00:00.000,USD,VEB,717.0,716.98,2012-12-30 00:00:00.000
6748,6749,2012-12-31 00:00:00.000,USD,ARS,0.9995,1.0002,2012-12-31 00:00:00.000
6749,6750,2012-12-31 00:00:00.000,USD,AUD,1.9077,1.9083,2012-12-31 00:00:00.000
6750,6751,2012-12-31 00:00:00.000,USD,BRL,2.419,2.4209,2012-12-31 00:00:00.000
6751,6752,2012-12-31 00:00:00.000,USD,CAD,1.524,1.5308,2012-12-31 00:00:00.000
6752,6753,2012-12-31 00:00:00.000,USD,CNY,8.2777,8.2779,2012-12-31 00:00:00.000
6753,6754,2012-12-31 00:00:00.000,USD,EUR,1.1586,1.1589,2012-12-31 00:00:00.000
6754,6755,2012-12-31 00:00:00.000,USD,GBP,0.7125,0.7126,2012-12-31 00:00:00.000
6755,6756,2012-12-31 00:00:00.000,USD,JPY,122.75,122.78,2012-12-31 00:00:00.000
6756,6757,2012-12-31 00:00:00.000,USD,MXN,9.0299,9.0329,2012-12-31 00:00:00.000
6757,6758,2012-12-31 00:00:00.000,USD,SAR,3.7505,3.7572,2012-12-31 00:00:00.000
6758,6759,2012-12-31 00:00:00.000,USD,VEB,717.0,717.0099,2012-12-31 00:00:00.000
6759,6760,2013-01-01 00:00:00.000,USD,ARS,0.9995,0.9991,2013-01-01 00:00:00.000
6760,6761,2013-01-01 00:00:00.000,USD,AUD,1.9072,1.907,2013-01-01 00:00:00.000
6761,6762,2013-01-01 00:00:00.000,USD,BRL,2.419,2.414,2013-01-01 00:00:00.000
6762,6763,2013-01-01 00:00:00.000,USD,CAD,1.5246,1.5209,2013-01-01 00:00:00.000
6763,6764,2013-01-01 00:00:00.000,USD,CNY,8.2777,8.2768,2013-01-01 00:00:00.000
6764,6765,2013-01-01 00:00:00.000,USD,EUR,1.1586,1.1577,2013-01-01 00:00:00.000
6765,6766,2013-01-01 00:00:00.000,USD,GBP,0.7125,0.712,2013-01-01 00:00:00.000
6766,6767,2013-01-01 00:00:00.000,USD,JPY,122.84,122.774,2013-01-01 00:00:00.000
6767,6768,2013-01-01 00:00:00.000,USD,MXN,9.0299,9.025,2013-01-01 00:00:00.000
6768,6769,2013-01-01 00:00:00.000,USD,SAR,3.7505,3.7446,2013-01-01 00:00:00.000
6769,6770,2013-01-01 00:00:00.000,USD,VEB,717.0,716.9299,2013-01-01 00:00:00.000
6770,6771,2013-01-02 00:00:00.000,USD,ARS,0.9995,1.0002,2013-01-02 00:00:00.000
6771,6772,2013-01-02 00:00:00.000,USD,AUD,1.9119,1.912,2013-01-02 00:00:00.000
6772,6773,2013-01-02 00:00:00.000,USD,BRL,2.456,2.4649,2013-01-02 00:00:00.000
6773,6774,2013-01-02 00:00:00.000,USD,CAD,1.5356,1.5378,2013-01-02 00:00:00.000
6774,6775,2013-01-02 00:00:00.000,USD,CNY,8.2777,8.2788,2013-01-02 00:00:00.000
6775,6776,2013-01-02 00:00:00.000,USD,EUR,1.1612,1.1616,2013-01-02 00:00:00.000
6776,6777,2013-01-02 00:00:00.000,USD,GBP,0.7113,0.7117,2013-01-02 00:00:00.000
6777,6778,2013-01-02 00:00:00.000,USD,JPY,123.37,123.391,2013-01-02 00:00:00.000
6778,6779,2013-01-02 00:00:00.000,USD,MXN,9.0592,9.06,2013-01-02 00:00:00.000
6779,6780,2013-01-02 00:00:00.000,USD,SAR,3.7505,3.7564,2013-01-02 00:00:00.000
6780,6781,2013-01-02 00:00:00.000,USD,VEB,715.71,715.7699,2013-01-02 00:00:00.000
6781,6782,2013-01-03 00:00:00.000,USD,ARS,0.9999,0.9991,2013-01-03 00:00:00.000
6782,6783,2013-01-03 00:00:00.000,USD,AUD,1.9228,1.9219,2013-01-03 00:00:00.000
6783,6784,2013-01-03 00:00:00.000,USD,BRL,2.476,2.47,2013-01-03 00:00:00.000
6784,6785,2013-01-03 00:00:00.000,USD,CAD,1.535,1.5315,2013-01-03 00:00:00.000
6785,6786,2013-01-03 00:00:00.000,USD,CNY,8.2787,8.278,2013-01-03 00:00:00.000
6786,6787,2013-01-03 00:00:00.000,USD,EUR,1.1709,1.1699,2013-01-03 00:00:00.000
6787,6788,2013-01-03 00:00:00.000,USD,GBP,0.7139,0.7135,2013-01-03 00:00:00.000
6788,6789,2013-01-03 00:00:00.000,USD,JPY,122.98,122.956,2013-01-03 00:00:00.000
6789,6790,2013-01-03 00:00:00.000,USD,MXN,9.0809,9.079,2013-01-03 00:00:00.000
6790,6791,2013-01-03 00:00:00.000,USD,SAR,3.7505,3.749,2013-01-03 00:00:00.000
6791,6792,2013-01-03 00:00:00.000,USD,VEB,717.25,717.22,2013-01-03 00:00:00.000
6792,6793,2013-01-04 00:00:00.000,USD,ARS,0.9998,1.0006,2013-01-04 00:00:00.000
6793,6794,2013-01-04 00:00:00.000,USD,AUD,1.9286,1.9288,2013-01-04 00:00:00.000
6794,6795,2013-01-04 00:00:00.000,USD,BRL,2.4657,2.472,2013-01-04 00:00:00.000
6795,6796,2013-01-04 00:00:00.000,USD,CAD,1.5346,1.5409,2013-01-04 00:00:00.000
6796,6797,2013-01-04 00:00:00.000,USD,CNY,8.2777,8.2786,2013-01-04 00:00:00.000
6797,6798,2013-01-04 00:00:00.000,USD,EUR,1.1702,1.1708,2013-01-04 00:00:00.000
6798,6799,2013-01-04 00:00:00.000,USD,GBP,0.7156,0.7157,2013-01-04 00:00:00.000
6799,6800,2013-01-04 00:00:00.000,USD,JPY,123.786,123.878,2013-01-04 00:00:00.000
6800,6801,2013-01-04 00:00:00.000,USD,MXN,9.0817,9.085,2013-01-04 00:00:00.000
6801,6802,2013-01-04 00:00:00.000,USD,SAR,3.7505,3.7555,2013-01-04 00:00:00.000
6802,6803,2013-01-04 00:00:00.000,USD,VEB,717.71,717.7999,2013-01-04 00:00:00.000
6803,6804,2013-01-05 00:00:00.000,USD,ARS,0.9998,0.9997,2013-01-05 00:00:00.000
6804,6805,2013-01-05 00:00:00.000,USD,AUD,1.9303,1.9296,2013-01-05 00:00:00.000
6805,6806,2013-01-05 00:00:00.000,USD,BRL,2.3816,2.3769,2013-01-05 00:00:00.000
6806,6807,2013-01-05 00:00:00.000,USD,CAD,1.5239,1.5204,2013-01-05 00:00:00.000
6807,6808,2013-01-05 00:00:00.000,USD,CNY,8.2776,8.2767,2013-01-05 00:00:00.000
6808,6809,2013-01-05 00:00:00.000,USD,EUR,1.1692,1.169,2013-01-05 00:00:00.000
6809,6810,2013-01-05 00:00:00.000,USD,GBP,0.7066,0.7065,2013-01-05 00:00:00.000
6810,6811,2013-01-05 00:00:00.000,USD,JPY,124.626,124.537,2013-01-05 00:00:00.000
6811,6812,2013-01-05 00:00:00.000,USD,MXN,9.0837,9.0779,2013-01-05 00:00:00.000
6812,6813,2013-01-05 00:00:00.000,USD,SAR,3.7505,3.7498,2013-01-05 00:00:00.000
6813,6814,2013-01-05 00:00:00.000,USD,VEB,717.75,717.74,2013-01-05 00:00:00.000
6814,6815,2013-01-06 00:00:00.000,USD,ARS,0.9995,0.9995,2013-01-06 00:00:00.000
6815,6816,2013-01-06 00:00:00.000,USD,AUD,1.9376,1.9377,2013-01-06 00:00:00.000
6816,6817,2013-01-06 00:00:00.000,USD,BRL,2.302,2.31,2013-01-06 00:00:00.000
6817,6818,2013-01-06 00:00:00.000,USD,CAD,1.5235,1.5307,2013-01-06 00:00:00.000
6818,6819,2013-01-06 00:00:00.000,USD,CNY,8.2774,8.2774,2013-01-06 00:00:00.000
6819,6820,2013-01-06 00:00:00.000,USD,EUR,1.1674,1.1679,2013-01-06 00:00:00.000
6820,6821,2013-01-06 00:00:00.000,USD,GBP,0.7082,0.709,2013-01-06 00:00:00.000
6821,6822,2013-01-06 00:00:00.000,USD,JPY,124.5,124.508,2013-01-06 00:00:00.000
6822,6823,2013-01-06 00:00:00.000,USD,MXN,9.05,9.051,2013-01-06 00:00:00.000
6823,6824,2013-01-06 00:00:00.000,USD,SAR,3.7505,3.7582,2013-01-06 00:00:00.000
6824,6825,2013-01-06 00:00:00.000,USD,VEB,717.71,717.72,2013-01-06 00:00:00.000
6825,6826,2013-01-07 00:00:00.000,USD,ARS,0.9995,0.9988,2013-01-07 00:00:00.000
6826,6827,2013-01-07 00:00:00.000,USD,AUD,1.9383,1.9377,2013-01-07 00:00:00.000
6827,6828,2013-01-07 00:00:00.000,USD,BRL,2.302,2.2959,2013-01-07 00:00:00.000
6828,6829,2013-01-07 00:00:00.000,USD,CAD,1.525,1.5235,2013-01-07 00:00:00.000
6829,6830,2013-01-07 00:00:00.000,USD,CNY,8.2774,8.2768,2013-01-07 00:00:00.000
6830,6831,2013-01-07 00:00:00.000,USD,EUR,1.1666,1.1656,2013-01-07 00:00:00.000
6831,6832,2013-01-07 00:00:00.000,USD,GBP,0.7079,0.7073,2013-01-07 00:00:00.000
6832,6833,2013-01-07 00:00:00.000,USD,JPY,124.5,124.4599,2013-01-07 00:00:00.000
6833,6834,2013-01-07 00:00:00.000,USD,MXN,9.05,9.0399,2013-01-07 00:00:00.000
6834,6835,2013-01-07 00:00:00.000,USD,SAR,3.7505,3.7498,2013-01-07 00:00:00.000
6835,6836,2013-01-07 00:00:00.000,USD,VEB,717.71,717.6699,2013-01-07 00:00:00.000
6836,6837,2013-01-08 00:00:00.000,USD,ARS,0.9995,1.0002,2013-01-08 00:00:00.000
6837,6838,2013-01-08 00:00:00.000,USD,AUD,1.9383,1.9389,2013-01-08 00:00:00.000
6838,6839,2013-01-08 00:00:00.000,USD,BRL,2.302,2.3079,2013-01-08 00:00:00.000
6839,6840,2013-01-08 00:00:00.000,USD,CAD,1.5236,1.5254,2013-01-08 00:00:00.000
6840,6841,2013-01-08 00:00:00.000,USD,CNY,8.2774,8.2782,2013-01-08 00:00:00.000
6841,6842,2013-01-08 00:00:00.000,USD,EUR,1.1675,1.1677,2013-01-08 00:00:00.000
6842,6843,2013-01-08 00:00:00.000,USD,GBP,0.7079,0.7086,2013-01-08 00:00:00.000
6843,6844,2013-01-08 00:00:00.000,USD,JPY,124.449,124.449,2013-01-08 00:00:00.000
6844,6845,2013-01-08 00:00:00.000,USD,MXN,9.05,9.051,2013-01-08 00:00:00.000
6845,6846,2013-01-08 00:00:00.000,USD,SAR,3.7505,3.7564,2013-01-08 00:00:00.000
6846,6847,2013-01-08 00:00:00.000,USD,VEB,717.71,717.7599,2013-01-08 00:00:00.000
6847,6848,2013-01-09 00:00:00.000,USD,ARS,0.9999,0.9999,2013-01-09 00:00:00.000
6848,6849,2013-01-09 00:00:00.000,USD,AUD,1.935,1.9348,2013-01-09 00:00:00.000
6849,6850,2013-01-09 00:00:00.000,USD,BRL,2.3041,2.297,2013-01-09 00:00:00.000
6850,6851,2013-01-09 00:00:00.000,USD,CAD,1.5187,1.512,2013-01-09 00:00:00.000
6851,6852,2013-01-09 00:00:00.000,USD,CNY,8.2775,8.2768,2013-01-09 00:00:00.000
6852,6853,2013-01-09 00:00:00.000,USD,EUR,1.1639,1.1638,2013-01-09 00:00:00.000
6853,6854,2013-01-09 00:00:00.000,USD,GBP,0.7077,0.7068,2013-01-09 00:00:00.000
6854,6855,2013-01-09 00:00:00.000,USD,JPY,123.78,123.6979,2013-01-09 00:00:00.000
6855,6856,2013-01-09 00:00:00.000,USD,MXN,9.064,9.06,2013-01-09 00:00:00.000
6856,6857,2013-01-09 00:00:00.000,USD,SAR,3.7505,3.7471,2013-01-09 00:00:00.000
6857,6858,2013-01-09 00:00:00.000,USD,VEB,718.25,718.1799,2013-01-09 00:00:00.000
6858,6859,2013-01-10 00:00:00.000,USD,ARS,0.9999,1.0004,2013-01-10 00:00:00.000
6859,6860,2013-01-10 00:00:00.000,USD,AUD,1.9139,1.9139,2013-01-10 00:00:00.000
6860,6861,2013-01-10 00:00:00.000,USD,BRL,2.3289,2.333,2013-01-10 00:00:00.000
6861,6862,2013-01-10 00:00:00.000,USD,CAD,1.517,1.5173,2013-01-10 00:00:00.000
6862,6863,2013-01-10 00:00:00.000,USD,CNY,8.2775,8.278,2013-01-10 00:00:00.000
6863,6864,2013-01-10 00:00:00.000,USD,EUR,1.1584,1.1585,2013-01-10 00:00:00.000
6864,6865,2013-01-10 00:00:00.000,USD,GBP,0.7068,0.7074,2013-01-10 00:00:00.000
6865,6866,2013-01-10 00:00:00.000,USD,JPY,123.912,123.998,2013-01-10 00:00:00.000
6866,6867,2013-01-10 00:00:00.000,USD,MXN,9.0518,9.06,2013-01-10 00:00:00.000
6867,6868,2013-01-10 00:00:00.000,USD,SAR,3.7505,3.7555,2013-01-10 00:00:00.000
6868,6869,2013-01-10 00:00:00.000,USD,VEB,718.75,718.7599,2013-01-10 00:00:00.000
6869,6870,2013-01-11 00:00:00.000,USD,ARS,0.9999,0.999,2013-01-11 00:00:00.000
6870,6871,2013-01-11 00:00:00.000,USD,AUD,1.9268,1.9262,2013-01-11 00:00:00.000
6871,6872,2013-01-11 00:00:00.000,USD,BRL,2.3359,2.3319,2013-01-11 00:00:00.000
6872,6873,2013-01-11 00:00:00.000,USD,CAD,1.5172,1.5153,2013-01-11 00:00:00.000
6873,6874,2013-01-11 00:00:00.000,USD,CNY,8.2775,8.2771,2013-01-11 00:00:00.000
6874,6875,2013-01-11 00:00:00.000,USD,EUR,1.1627,1.1624,2013-01-11 00:00:00.000
6875,6876,2013-01-11 00:00:00.000,USD,GBP,0.7059,0.7053,2013-01-11 00:00:00.000
6876,6877,2013-01-11 00:00:00.000,USD,JPY,124.4569,124.413,2013-01-11 00:00:00.000
6877,6878,2013-01-11 00:00:00.000,USD,MXN,9.067,9.0649,2013-01-11 00:00:00.000
6878,6879,2013-01-11 00:00:00.000,USD,SAR,3.7505,3.7486,2013-01-11 00:00:00.000
6879,6880,2013-01-11 00:00:00.000,USD,VEB,718.74,718.74,2013-01-11 00:00:00.000
6880,6881,2013-01-12 00:00:00.000,USD,ARS,0.9999,1.0007,2013-01-12 00:00:00.000
